Concept ID,Concept Title,Primitive,Canonical Job,Domain,Customer,Confidence,Evidence,Value Pattern ID,Value Pattern,Pattern Mechanism,Opportunity Family ID,Opportunity Family,Family Rule Basis,Family Value Engine,Related Value Patterns,Review Flags
C-0057,AI Supply Chain Risk Engine,Predict,Predict outcomes,Physical Operations,Supply chain manager,2,Intuition,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Why-now missing
C-0058,AI Building Maintenance Twin,Predict,Predict outcomes,Operations,Operations executive,2,Intuition,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0059,AI Workforce Scheduler,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0060,AI Quality Inspector,Verify,Verify quality,Physical Operations,Quality manager,2,Intuition,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Primitive ambiguity; Why-now missing
C-0061,AI Family Chief of Staff,Coordinate,Coordinate work,Household,Parent,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0062,AI Financial Life Planner,Optimize,Improve decisions,Operations,Operations executive,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0063,AI Home Operating System,Coordinate,Coordinate work,Household,Parent,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Why-now missing
C-0064,AI Learning Companion,Learn,Accelerate learning,Education,Educator,2,Intuition,VP-007,Compounding Loops,Creates durable value through repeated-use reinforcement rather than one-time task completion.,OF-005,Capability Capital Platforms,Value Pattern VP-007 Compounding Loops -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Why-now missing
C-0065,AI Life Timeline,Remember,Preserve context,Personal Development,Individual professional,2,Intuition,VP-003,Memory Infrastructure,"Transforms past operating knowledge into future leverage by lowering search, reconstruction, and onboarding costs.",OF-001,Operational Execution Infrastructure,Value Pattern VP-003 Memory Infrastructure -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Broad initial wedge; Why-now missing
C-0066,AI Career Agent,Match,Match resources,Operations,Operations executive,2,Intuition,VP-005,Matching Liquidity,"Creates value by lowering search friction and increasing utilization, fit, or fill-rate in a constrained network.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-005 Matching Liquidity -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0067,AI Travel Designer,Coordinate,Coordinate work,Household,Parent,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0068,AI Parenting Coach,Learn,Accelerate execution,Operations,Operations executive,2,Intuition,VP-007,Compounding Loops,Creates durable value through repeated-use reinforcement rather than one-time task completion.,OF-005,Capability Capital Platforms,Value Pattern VP-007 Compounding Loops -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Why-now missing
C-0069,AI Personal Board of Directors,Optimize,Improve decisions,Operations,Operations executive,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0070,AI Wealth Concierge,Coordinate,Coordinate work,Finance,Finance manager,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Why-now missing
C-0071,AI CFO for SMBs,Optimize,Improve decisions,Operations,Operations executive,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0072,AI FP&A Analyst,Optimize,Improve decisions,Operations,Operations executive,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0073,AI Treasury Manager,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
