industry	workflow	lifecycle_stage	objective	trigger	actors	economic_buyer	systems_of_record	manual_tools	decisions	handoffs	customer_interactions	exceptions	recovery_loops	manual_work	spreadsheet_usage	email_usage	money_lost	time_lost	judgment	customer_evidence	incumbent_products	economics	candidate_status	gate_workflow_coverage	gate_customer_evidence	gate_frequency	gate_buyer	gate_bottom_up_economics	gate_incumbent_boundary	gate_timing	gate_competitive_stress	gate_kill_test	worker_role_signal
Wholesale trade	Exception, dispute, and recovery handling	Recovery	Manage exception, dispute, and recovery handling to resolve deviations before they miss the economic deadline	deviation, mismatch, dispute, or blocked step	operations analyst; specialist; manager	general manager; controller; operations leader	ERP | Supply Chain Planning | Warehouse Management System | Order Management System	spreadsheets; email; calls; case notes	diagnose cause, choose correction, and resubmit	front-line teams to specialists and approvers	counterparties; clients; vendors; internal approvers	distributed error states, manual evidence gathering, and unclear ownership	diagnosis, evidence gathering, correction, approval, resubmission, and closure	High	High	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	ERP | Supply Chain Planning | Warehouse Management System | Order Management System	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Supporting workflow	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations analyst
Miscellaneous professional, scientific, and technical services	Lead and Proposal Management	Commercial	Manage lead and proposal management to qualify demand and set the workflow up cleanly	new opportunity, intake, or renewal event	account lead; commercial manager	practice leader; CFO; operations head	CRM | HCM / Workforce Management | Professional Services Automation | ERP	email; shared docs; spreadsheets	approve terms, scope, and go/no-go path	commercial to operations and finance	customers; counterparties; prospects	missing information, misconfigured setup, or counterparty delay	request clarification, correct setup, and restage the workflow	Medium	Medium	High	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	CRM | HCM / Workforce Management | Professional Services Automation | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	account lead
Miscellaneous professional, scientific, and technical services	Staffing and Capacity Planning	Workforce	Manage staffing and capacity planning to keep people assignment and time flow accurate	staffing need, schedule change, or pay-period cutoff	workforce manager; scheduler; payroll lead	practice leader; CFO; operations head	CRM | HCM / Workforce Management | Professional Services Automation | ERP	email; spreadsheets; portal checks	assign staff, approve time, and resolve exceptions	staffing or site teams to payroll and finance	employees; contractors; site leaders	missing approvals, bad assignment data, or pay-period mismatch	chase approval, restage records, and rerun the cycle	High	Medium	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	CRM | HCM / Workforce Management | Professional Services Automation | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	workforce manager
Miscellaneous professional, scientific, and technical services	Project Delivery	Operational	Manage project delivery to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	practice leader; CFO; operations head	CRM | HCM / Workforce Management | Professional Services Automation | ERP	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	CRM | HCM / Workforce Management | Professional Services Automation | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations manager
Miscellaneous professional, scientific, and technical services	Time and Expense Capture	Operational	Manage time and expense capture to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	practice leader; CFO; operations head	CRM | HCM / Workforce Management | Professional Services Automation | ERP	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	CRM | HCM / Workforce Management | Professional Services Automation | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations manager
Miscellaneous professional, scientific, and technical services	Billing and Collections	Financial	Manage billing and collections to complete the financial cycle accurately and on time	billing cycle, settlement event, or period close	controller; finance manager; billing specialist	practice leader; CFO; operations head	CRM | HCM / Workforce Management | Professional Services Automation | ERP	spreadsheets; email; exported reports	post, settle, approve, dispute, or close	operations to finance to counterparty	customers; payers; counterparties	posting mismatch, settlement break, or disputed amount	reconcile records, correct the transaction, and reclose	High	High	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	CRM | HCM / Workforce Management | Professional Services Automation | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Supporting workflow	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	controller
Miscellaneous professional, scientific, and technical services	Time and expense capture to billing	Financial	Manage time and expense capture to billing to complete the financial cycle accurately and on time	billing cycle, settlement event, or period close	controller; finance manager; billing specialist	practice leader; CFO; operations head	CRM | HCM / Workforce Management | Professional Services Automation | ERP	spreadsheets; email; exported reports	post, settle, approve, dispute, or close	operations to finance to counterparty	customers; payers; counterparties	posting mismatch, settlement break, or disputed amount	reconcile records, correct the transaction, and reclose	High	High	High	High	High	High	Low-Medium - prior full-pass evidence	CRM | HCM / Workforce Management | Professional Services Automation | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	KILL-candidate	Pass	Borderline	Pass	Pass	Borderline	Fail	Borderline	Fail	Pass	controller
Miscellaneous professional, scientific, and technical services	Supplier, vendor, or partner onboarding and compliance	Supplier / Partner	Manage supplier, vendor, or partner onboarding and compliance to keep external partners ready and compliant	new partner need, replenishment event, or contract change	procurement lead; vendor manager	practice leader; CFO; operations head	CRM | HCM / Workforce Management | Professional Services Automation | ERP	email; PDF packets; checklist trackers	approve vendor, accept docs, and route work	operations to vendor and back-office teams	vendors; suppliers; partners	missing compliance items, delay, or contract mismatch	chase documents, swap counterparties, and resend the packet	High	Low	High	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	CRM | HCM / Workforce Management | Professional Services Automation | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	procurement lead
Miscellaneous professional, scientific, and technical services	Customer, participant, or stakeholder communication and escalation	Customer / Participant	Manage customer, participant, or stakeholder communication and escalation to keep stakeholder communication and follow-through intact	customer request, service milestone, or escalation	account manager; service lead	practice leader; CFO; operations head	CRM | HCM / Workforce Management | Professional Services Automation | ERP	email; calls; ticket notes	respond, escalate, or resolve service issues	service or operations to stakeholder-facing teams	customers; clients; participants	stale follow-up, unresolved request, or churn-risk escalation	collect context, escalate ownership, and re-engage the stakeholder	Medium	Low	High	Low	Medium	High	Low - generalized from Atlas workflow and outcome layer	CRM | HCM / Workforce Management | Professional Services Automation | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	account manager
Miscellaneous professional, scientific, and technical services	Compliance, reporting, and audit support	Governance / Risk	Manage compliance, reporting, and audit support to maintain compliant records and reporting	reporting deadline, control review, or audit request	compliance lead; finance manager	practice leader; CFO; operations head	CRM | HCM / Workforce Management | Professional Services Automation | ERP	PDF evidence packs; spreadsheets; email	approve controls, certify records, and remediate gaps	operations and finance to compliance and external review	regulators; auditors; funders	missing evidence, failed control, or filing inconsistency	assemble proof, remediate the gap, and resubmit the record	High	Medium	High	Medium	High	High	Low - generalized from Atlas workflow and outcome layer	CRM | HCM / Workforce Management | Professional Services Automation | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	compliance lead
Miscellaneous professional, scientific, and technical services	Exception, dispute, and recovery handling	Recovery	Manage exception, dispute, and recovery handling to resolve deviations before they miss the economic deadline	deviation, mismatch, dispute, or blocked step	operations analyst; specialist; manager	practice leader; CFO; operations head	CRM | HCM / Workforce Management | Professional Services Automation | ERP	spreadsheets; email; calls; case notes	diagnose cause, choose correction, and resubmit	front-line teams to specialists and approvers	counterparties; clients; vendors; internal approvers	distributed error states, manual evidence gathering, and unclear ownership	diagnosis, evidence gathering, correction, approval, resubmission, and closure	High	High	High	High	High	High	Low - generalized from Atlas workflow and outcome layer	CRM | HCM / Workforce Management | Professional Services Automation | ERP	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Supporting workflow	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations analyst
Other real estate	Lease Acquisition and Pipeline Management	Commercial	Manage lease acquisition and pipeline management to qualify demand and set the workflow up cleanly	new opportunity, intake, or renewal event	account lead; commercial manager	regional operations leader; controller; asset manager	Property Management System | Real Estate Asset Management | CRM | Fund Administration and Accounting	email; shared docs; spreadsheets	approve terms, scope, and go/no-go path	commercial to operations and finance	customers; counterparties; prospects	missing information, misconfigured setup, or counterparty delay	request clarification, correct setup, and restage the workflow	Medium	Medium	High	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Property Management System | Real Estate Asset Management | CRM | Fund Administration and Accounting	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	account lead
Other real estate	Asset and Investor Reporting	Customer / Participant	Manage asset and investor reporting to keep stakeholder communication and follow-through intact	customer request, service milestone, or escalation	account manager; service lead	regional operations leader; controller; asset manager	Property Management System | Real Estate Asset Management | CRM | Fund Administration and Accounting	email; calls; ticket notes	respond, escalate, or resolve service issues	service or operations to stakeholder-facing teams	customers; clients; participants	stale follow-up, unresolved request, or churn-risk escalation	collect context, escalate ownership, and re-engage the stakeholder	Medium	Low	High	Low	Medium	High	Low - generalized from Atlas workflow and outcome layer	Property Management System | Real Estate Asset Management | CRM | Fund Administration and Accounting	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	account manager
Other real estate	Asset Maintenance and Work Orders	Operational	Manage asset maintenance and work orders to execute the recurring workflow reliably	scheduled operational work or live transaction flow	operations manager; supervisor	regional operations leader; controller; asset manager	Property Management System | Real Estate Asset Management | CRM | Fund Administration and Accounting	calls; chat; shared trackers	sequence work, allocate resources, and escalate blockers	operations to downstream finance or service teams	internal teams; service partners; operators	capacity conflict, execution miss, or missing status context	triage blocker, resequence work, and update commitments	Medium	Low	Medium	Medium	Medium	High	Low - generalized from Atlas workflow and outcome layer	Property Management System | Real Estate Asset Management | CRM | Fund Administration and Accounting	cycle-time delay; manual labor; exception cost; quality or revenue leakage	Not pursued	Pass	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	operations manager
