workflow_name,workflow_family,operating_systems,industries_using_this_workflow,industry_count,primary_structural_failure_code,primary_structural_failure_name,secondary_structural_failure_codes,secondary_structural_failure_names,all_selected_failure_codes,all_selected_failure_names,selected_failure_score_breakdown,full_score_breakdown,dominant_root_cause,economic_leakage_summary,time_leakage_summary,human_judgment_summary,system_of_record_escape_summary,why_it_persists_summary,workflow_document
Exception Management,Network and Transportation Operations,Transportation Network Operations,Other transportation and support activities,1,SF-03,Decision Context Escapes the Record,SF-01 | SF-04,Exception-Path Breakdown | Human Judgment Under Incomplete Information,SF-03 | SF-01 | SF-04,Decision Context Escapes the Record | Exception-Path Breakdown | Human Judgment Under Incomplete Information,SF-03:12.0 | SF-01:11.0 | SF-04:9.0,SF-03:12.0 | SF-01:11.0 | SF-04:9.0 | SF-08:7.0 | SF-06:6.0 | SF-05:1.0,Technical,"Poor visibility turns small exceptions into claims, missed commitments, and expensive recoveries.",Teams spend time validating whether the exception signal is real and who is best positioned to act.,Exception severity and customer impact still require contextual interpretation.,"Teams fall back to calls, partner portals, and spreadsheets when telemetry is incomplete or late.","Visibility tools have improved, but cross-party event quality and actionability remain inconsistent. It typically spans 1 operating-system context and 3 systems-of-record categories.",knowledge/research/workflow-library/workflows/exception-management.md
Field Development Planning,Planning and Allocation,Field Production and Resource Extraction,Oil and gas extraction,1,SF-04,Human Judgment Under Incomplete Information,SF-06 | SF-08,Plan vs. Reality Divergence | Multi-Party Trust and Dependency Gaps,SF-04 | SF-06 | SF-08,Human Judgment Under Incomplete Information | Plan vs. Reality Divergence | Multi-Party Trust and Dependency Gaps,SF-04:21.5 | SF-06:13.0 | SF-08:8.0,SF-04:21.5 | SF-06:13.0 | SF-08:8.0 | SF-03:6.0 | SF-05:3.0 | SF-01:2.0,Technical,"Forecast error and poor allocation create excess cost, missed revenue, and avoidable firefighting.",Planning teams spend time rebuilding assumptions and chasing sign-off across functions.,Planners still decide which signals to trust and when the model output does not fit local reality.,"Scenario analysis and negotiation happen in spreadsheets, slides, and side conversations.","The hard problem is not math alone; it is aligning noisy signals, local constraints, and organizational trust. It typically spans 1 operating-system context and 4 systems-of-record categories.",knowledge/research/workflow-library/workflows/field-development-planning.md
Field Execution and Change Management,Delivery and Service Execution,Project Delivery and Contracting,Construction,1,SF-03,Decision Context Escapes the Record,SF-05 | SF-06,Handoff and Approval Latency | Plan vs. Reality Divergence,SF-03 | SF-05 | SF-06,Decision Context Escapes the Record | Handoff and Approval Latency | Plan vs. Reality Divergence,SF-03:8.0 | SF-05:8.0 | SF-06:7.0,SF-03:8.0 | SF-05:8.0 | SF-06:7.0 | SF-04:6.0 | SF-02:1.0 | SF-07:1.0,Legacy Architecture,"Travel waste, revisit rates, change-order misses, and field rework are the main economic leaks.","Crews lose time to waiting, missing parts, unclear scope, and back-and-forth approvals.","Field leads interpret site reality, safety, and customer context in ways that no template fully captures.","Actual field decisions are coordinated over calls, text, and paper notes before systems are updated later.","Field conditions mutate faster than central systems, making local judgment indispensable. It typically spans 1 operating-system context and 3 systems-of-record categories.",knowledge/research/workflow-library/workflows/field-execution-and-change-management.md
Field Operations,Production and Asset Operations,Field Production and Resource Extraction,Farms,1,SF-06,Plan vs. Reality Divergence,SF-04 | SF-03,Human Judgment Under Incomplete Information | Decision Context Escapes the Record,SF-06 | SF-04 | SF-03,Plan vs. Reality Divergence | Human Judgment Under Incomplete Information | Decision Context Escapes the Record,SF-06:16.5 | SF-04:10.0 | SF-03:8.0,SF-06:16.5 | SF-04:10.0 | SF-03:8.0 | SF-05:4.0 | SF-02:1.0 | SF-01:0.5,Legacy Architecture,"Scrap, slow cycles, poor yields, and unplanned downtime are the main leakages.","Operators lose time to waiting, restarts, manual data capture, and coordination across shifts.","Supervisors balance throughput, quality, and risk when conditions diverge from the ideal run.","Operational nuance lives in shift notes, whiteboards, and tribal knowledge outside MES and ERP fields.","Even with modern MES, the last mile of execution still depends on local conditions and human adaptation. It typically spans 1 operating-system context and 2 systems-of-record categories.",knowledge/research/workflow-library/workflows/field-operations.md
Field Service Execution,Delivery and Service Execution,Workforce Coordination and Service Operations,"Other services, except government",1,SF-03,Decision Context Escapes the Record,SF-05 | SF-06,Handoff and Approval Latency | Plan vs. Reality Divergence,SF-03 | SF-05 | SF-06,Decision Context Escapes the Record | Handoff and Approval Latency | Plan vs. Reality Divergence,SF-03:8.0 | SF-05:8.0 | SF-06:7.0,SF-03:8.0 | SF-05:8.0 | SF-06:7.0 | SF-04:6.0 | SF-02:1.0 | SF-07:1.0,Legacy Architecture,"Travel waste, revisit rates, change-order misses, and field rework are the main economic leaks.","Crews lose time to waiting, missing parts, unclear scope, and back-and-forth approvals.","Field leads interpret site reality, safety, and customer context in ways that no template fully captures.","Actual field decisions are coordinated over calls, text, and paper notes before systems are updated later.","Field conditions mutate faster than central systems, making local judgment indispensable. It typically spans 1 operating-system context and 4 systems-of-record categories.",knowledge/research/workflow-library/workflows/field-service-execution.md
Financial Consolidation,Governance and Portfolio Operations,Enterprise Governance and Shared Services,Management of companies and enterprises,1,SF-05,Handoff and Approval Latency,SF-04 | SF-03,Human Judgment Under Incomplete Information | Decision Context Escapes the Record,SF-05 | SF-04 | SF-03,Handoff and Approval Latency | Human Judgment Under Incomplete Information | Decision Context Escapes the Record,SF-05:16.0 | SF-04:9.0 | SF-03:8.0,SF-05:16.0 | SF-04:9.0 | SF-03:8.0 | SF-08:3.0 | SF-02:1.0,Organizational,Capital and support resources drift into low-return uses when performance signals are late or noisy.,Review cycles are slowed by manual aggregation and commentary collection.,"Leadership still decides tradeoffs among long-term return, local politics, and near-term operational reality.",Most decisive discussion happens in decks and meetings rather than the planning system itself.,Shared-service and capital decisions remain cross-functional and politically negotiated rather than purely model-driven. It typically spans 1 operating-system context and 4 systems-of-record categories.,knowledge/research/workflow-library/workflows/financial-consolidation.md
Financing and Underwriting,Finance and Revenue Operations,Retail and Service Commerce,Motor vehicle and parts dealers,1,SF-03,Decision Context Escapes the Record,SF-04 | SF-05,Human Judgment Under Incomplete Information | Handoff and Approval Latency,SF-03 | SF-04 | SF-05,Decision Context Escapes the Record | Human Judgment Under Incomplete Information | Handoff and Approval Latency,SF-03:18.0 | SF-04:9.5 | SF-05:9.0,SF-03:18.0 | SF-04:9.5 | SF-05:9.0 | SF-02:7.0 | SF-07:4.0 | SF-01:3.0,Regulatory,"Leakage appears through slow decisioning, avoidable losses, poor collections, and high manual servicing cost.","Banking teams chase documents, reconcile exposures, and move work across front, middle, and back office queues.","Risk appetite, borrower quality, and workout strategy still rely heavily on expert human judgment.","Core context moves into credit memos, committee notes, shared spreadsheets, and email threads outside the core record.","Core systems are mature, but cross-functional credit work remains document-heavy and policy-sensitive. It typically spans 1 operating-system context and 4 systems-of-record categories.",knowledge/research/workflow-library/workflows/financing-and-underwriting.md
Freight Audit and Billing,Finance and Revenue Operations,Transportation Network Operations,Truck transportation,1,SF-01,Exception-Path Breakdown,SF-03 | SF-02,Decision Context Escapes the Record | Cross-System Reconciliation,SF-01 | SF-03 | SF-02,Exception-Path Breakdown | Decision Context Escapes the Record | Cross-System Reconciliation,SF-01:20.5 | SF-03:14.0 | SF-02:10.0,SF-01:20.5 | SF-03:14.0 | SF-02:10.0 | SF-08:9.0 | SF-04:6.0 | SF-07:5.0,Legacy Architecture,"Missed charges, denial cycles, underbilling, and slow cash application are the primary leakage points.","Teams repeatedly reconcile source evidence, payer rules, and customer-specific exceptions.","Operators interpret contract nuance, collection strategy, and what evidence is enough to close the item.","Collections context and exception history often live in email, payer portals, and spreadsheets outside the core system.","Automation handles the clean path, but exceptions are driven by messy upstream data and contract interpretation. It typically spans 1 operating-system context and 3 systems-of-record categories.",knowledge/research/workflow-library/workflows/freight-audit-and-billing.md
Freight Audit and Settlement,Finance and Revenue Operations,Transportation Network Operations,Other transportation and support activities,1,SF-02,Cross-System Reconciliation,SF-01 | SF-03,Exception-Path Breakdown | Decision Context Escapes the Record,SF-02 | SF-01 | SF-03,Cross-System Reconciliation | Exception-Path Breakdown | Decision Context Escapes the Record,SF-02:23.5 | SF-01:16.0 | SF-03:14.0,SF-02:23.5 | SF-01:16.0 | SF-03:14.0 | SF-04:11.0 | SF-08:4.0 | SF-07:2.0,Legacy Architecture,"Unmatched items, late close, duplicate settlements, and poor exception control create hidden leakage and working-capital drag.","Analysts spend time matching records manually, collecting support, and rebuilding audit trails.","Materiality, root cause, and acceptable resolution still depend on experienced finance staff.","Exception triage almost always moves into spreadsheets, email, and bank or partner portals.",Reconciliation spans asynchronous systems and low-standardization edge cases that resist full automation. It typically spans 1 operating-system context and 3 systems-of-record categories.,knowledge/research/workflow-library/workflows/freight-audit-and-settlement.md
Front Desk and Housekeeping Operations,Delivery and Service Execution,"Venue, Hospitality, and Attendance Operations",Accommodation,1,SF-04,Human Judgment Under Incomplete Information,SF-01,Exception-Path Breakdown,SF-04 | SF-01,Human Judgment Under Incomplete Information | Exception-Path Breakdown,SF-04:9.0 | SF-01:6.0,SF-04:9.0 | SF-01:6.0 | SF-05:5.0 | SF-06:5.0 | SF-03:4.0 | SF-02:3.0 | SF-08:1.0,Organizational,"Leakage comes from unready inventory, labor mismatch, service recovery costs, and poor turnover discipline.","Teams lose time on room-status reconciliation, guest issue triage, and manual cross-shift communication.","On-site teams continually arbitrate service tradeoffs, prioritization, and recovery.","The true operating picture often lives in shift notes, radios, texts, and verbal coordination.","Hospitality operations mix fixed capacity, live human service, and fast exceptions that spill beyond the PMS. It typically spans 1 operating-system context and 4 systems-of-record categories.",knowledge/research/workflow-library/workflows/front-desk-and-housekeeping-operations.md
