failure_code,failure_name,assignment_role,failure_score,workflow_name,workflow_family,canonical_operating_system,industry_name,industry_rank_2025_gross_output,dominant_root_cause,systems_of_record_categories,workflow_document
SF-02,Cross-System Reconciliation,Primary,23.5,"Billing, Collections, and Cash Application",Finance and Revenue Operations,Asset Utilization and Lease Management,Housing,1,Legacy Architecture,Property Management System | CRM | Maintenance Management,knowledge/research/workflow-library/workflows/billing-collections-and-cash-application.md
SF-01,Exception-Path Breakdown,Secondary,16.0,"Billing, Collections, and Cash Application",Finance and Revenue Operations,Asset Utilization and Lease Management,Housing,1,Legacy Architecture,Property Management System | CRM | Maintenance Management,knowledge/research/workflow-library/workflows/billing-collections-and-cash-application.md
SF-03,Decision Context Escapes the Record,Secondary,14.0,"Billing, Collections, and Cash Application",Finance and Revenue Operations,Asset Utilization and Lease Management,Housing,1,Legacy Architecture,Property Management System | CRM | Maintenance Management,knowledge/research/workflow-library/workflows/billing-collections-and-cash-application.md
SF-03,Decision Context Escapes the Record,Primary,13.0,"Billing, Grant Reporting, and Reimbursement",Finance and Revenue Operations,Case Management and Program Administration,Social assistance,38,Regulatory,Case Management System | CRM | Grant and Program Reporting | Referral Management,knowledge/research/workflow-library/workflows/billing-grant-reporting-and-reimbursement.md
SF-04,Human Judgment Under Incomplete Information,Secondary,9.0,"Billing, Grant Reporting, and Reimbursement",Finance and Revenue Operations,Case Management and Program Administration,Social assistance,38,Regulatory,Case Management System | CRM | Grant and Program Reporting | Referral Management,knowledge/research/workflow-library/workflows/billing-grant-reporting-and-reimbursement.md
SF-07,Compliance and Evidence Burden,Secondary,8.5,"Billing, Grant Reporting, and Reimbursement",Finance and Revenue Operations,Case Management and Program Administration,Social assistance,38,Regulatory,Case Management System | CRM | Grant and Program Reporting | Referral Management,knowledge/research/workflow-library/workflows/billing-grant-reporting-and-reimbursement.md
SF-01,Exception-Path Breakdown,Primary,14.0,"Blending, Logistics, and Distribution",Delivery and Service Execution,Process Manufacturing and Throughput Control,Petroleum and coal products,25,Legacy Architecture,ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning,knowledge/research/workflow-library/workflows/blending-logistics-and-distribution.md
SF-03,Decision Context Escapes the Record,Secondary,11.0,"Blending, Logistics, and Distribution",Delivery and Service Execution,Process Manufacturing and Throughput Control,Petroleum and coal products,25,Legacy Architecture,ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning,knowledge/research/workflow-library/workflows/blending-logistics-and-distribution.md
SF-06,Plan vs. Reality Divergence,Secondary,6.0,"Blending, Logistics, and Distribution",Delivery and Service Execution,Process Manufacturing and Throughput Control,Petroleum and coal products,25,Legacy Architecture,ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning,knowledge/research/workflow-library/workflows/blending-logistics-and-distribution.md
SF-04,Human Judgment Under Incomplete Information,Primary,21.5,Capacity and Event Planning,Planning and Allocation,"Venue, Hospitality, and Attendance Operations","Amusements, gambling, and recreation industries",47,Technical,Ticketing and Venue Management | POS and Payments | CRM | Revenue Management Platform,knowledge/research/workflow-library/workflows/capacity-and-event-planning.md
SF-06,Plan vs. Reality Divergence,Secondary,13.0,Capacity and Event Planning,Planning and Allocation,"Venue, Hospitality, and Attendance Operations","Amusements, gambling, and recreation industries",47,Technical,Ticketing and Venue Management | POS and Payments | CRM | Revenue Management Platform,knowledge/research/workflow-library/workflows/capacity-and-event-planning.md
SF-08,Multi-Party Trust and Dependency Gaps,Secondary,8.0,Capacity and Event Planning,Planning and Allocation,"Venue, Hospitality, and Attendance Operations","Amusements, gambling, and recreation industries",47,Technical,Ticketing and Venue Management | POS and Payments | CRM | Revenue Management Platform,knowledge/research/workflow-library/workflows/capacity-and-event-planning.md
SF-06,Plan vs. Reality Divergence,Primary,18.0,Capacity and Load Planning,Network and Transportation Operations,Transportation Network Operations,Truck transportation,28,Technical,Transportation Management System | Fleet Telematics and Visibility | ERP,knowledge/research/workflow-library/workflows/capacity-and-load-planning.md
SF-08,Multi-Party Trust and Dependency Gaps,Secondary,13.5,Capacity and Load Planning,Network and Transportation Operations,Transportation Network Operations,Truck transportation,28,Technical,Transportation Management System | Fleet Telematics and Visibility | ERP,knowledge/research/workflow-library/workflows/capacity-and-load-planning.md
SF-03,Decision Context Escapes the Record,Secondary,6.0,Capacity and Load Planning,Network and Transportation Operations,Transportation Network Operations,Truck transportation,28,Technical,Transportation Management System | Fleet Telematics and Visibility | ERP,knowledge/research/workflow-library/workflows/capacity-and-load-planning.md
SF-05,Handoff and Approval Latency,Primary,16.0,Capital Allocation and Planning,Governance and Portfolio Operations,Enterprise Governance and Shared Services,Management of companies and enterprises,19,Organizational,EPM and Financial Consolidation | ERP | HCM / Workforce Management | Service Management,knowledge/research/workflow-library/workflows/capital-allocation-and-planning.md
SF-04,Human Judgment Under Incomplete Information,Secondary,9.0,Capital Allocation and Planning,Governance and Portfolio Operations,Enterprise Governance and Shared Services,Management of companies and enterprises,19,Organizational,EPM and Financial Consolidation | ERP | HCM / Workforce Management | Service Management,knowledge/research/workflow-library/workflows/capital-allocation-and-planning.md
SF-03,Decision Context Escapes the Record,Secondary,8.0,Capital Allocation and Planning,Governance and Portfolio Operations,Enterprise Governance and Shared Services,Management of companies and enterprises,19,Organizational,EPM and Financial Consolidation | ERP | HCM / Workforce Management | Service Management,knowledge/research/workflow-library/workflows/capital-allocation-and-planning.md
SF-05,Handoff and Approval Latency,Primary,15.0,Capital Planning and Compliance Reporting,Governance and Portfolio Operations,Asset Utilization and Lease Management,Housing,1,Legacy Architecture,Property Management System | CRM | Maintenance Management,knowledge/research/workflow-library/workflows/capital-planning-and-compliance-reporting.md
SF-03,Decision Context Escapes the Record,Secondary,9.0,Capital Planning and Compliance Reporting,Governance and Portfolio Operations,Asset Utilization and Lease Management,Housing,1,Legacy Architecture,Property Management System | CRM | Maintenance Management,knowledge/research/workflow-library/workflows/capital-planning-and-compliance-reporting.md
SF-04,Human Judgment Under Incomplete Information,Secondary,9.0,Capital Planning and Compliance Reporting,Governance and Portfolio Operations,Asset Utilization and Lease Management,Housing,1,Legacy Architecture,Property Management System | CRM | Maintenance Management,knowledge/research/workflow-library/workflows/capital-planning-and-compliance-reporting.md
SF-05,Handoff and Approval Latency,Primary,15.0,Capital Planning and Compliance Reporting,Governance and Portfolio Operations,Asset Utilization and Lease Management,Other real estate,5,Legacy Architecture,Property Management System | Real Estate Asset Management | CRM | Fund Administration and Accounting,knowledge/research/workflow-library/workflows/capital-planning-and-compliance-reporting.md
SF-03,Decision Context Escapes the Record,Secondary,9.0,Capital Planning and Compliance Reporting,Governance and Portfolio Operations,Asset Utilization and Lease Management,Other real estate,5,Legacy Architecture,Property Management System | Real Estate Asset Management | CRM | Fund Administration and Accounting,knowledge/research/workflow-library/workflows/capital-planning-and-compliance-reporting.md
SF-04,Human Judgment Under Incomplete Information,Secondary,9.0,Capital Planning and Compliance Reporting,Governance and Portfolio Operations,Asset Utilization and Lease Management,Other real estate,5,Legacy Architecture,Property Management System | Real Estate Asset Management | CRM | Fund Administration and Accounting,knowledge/research/workflow-library/workflows/capital-planning-and-compliance-reporting.md
SF-05,Handoff and Approval Latency,Primary,15.0,Capital Planning and Compliance Reporting,Governance and Portfolio Operations,Network Infrastructure Operations,Utilities,24,Legacy Architecture,Utility Operations and Billing | Maintenance Management | Industrial Automation and SCADA | ERP,knowledge/research/workflow-library/workflows/capital-planning-and-compliance-reporting.md
SF-03,Decision Context Escapes the Record,Secondary,9.0,Capital Planning and Compliance Reporting,Governance and Portfolio Operations,Network Infrastructure Operations,Utilities,24,Legacy Architecture,Utility Operations and Billing | Maintenance Management | Industrial Automation and SCADA | ERP,knowledge/research/workflow-library/workflows/capital-planning-and-compliance-reporting.md
SF-04,Human Judgment Under Incomplete Information,Secondary,9.0,Capital Planning and Compliance Reporting,Governance and Portfolio Operations,Network Infrastructure Operations,Utilities,24,Legacy Architecture,Utility Operations and Billing | Maintenance Management | Industrial Automation and SCADA | ERP,knowledge/research/workflow-library/workflows/capital-planning-and-compliance-reporting.md
SF-03,Decision Context Escapes the Record,Primary,13.0,Care Coordination and Order Management,Clinical and Case Operations,Care Delivery and Reimbursement,Hospitals,12,Regulatory,EHR and Care Management | Revenue Cycle Management | HCM / Workforce Management | ERP,knowledge/research/workflow-library/workflows/care-coordination-and-order-management.md
